KSU_SIS_COMP_SCI_ANALYSIS_03, 10415,,,,,,,,,,,,,,,,,
KSU_MASTR_TYPE,Term,EMPLID,WID,Sex,KSU Hispanic YN,Ethnic Grp,KSU AmIndian YN,KSU Asian YN,KSU Afr Amer YN,KSU Hawaiian YN,KSU White YN,KSU HS Name,KSU HS City,Citizen Country,KSU First Gen,Academic Plan,Sub-Plan,KSU Undergrad C
DAILY,2222,000871094,883853673,M,N,WHITE,N,N,N,N,Y,Bonner Springs High School,Bonner Springs,USA,,BCS,,SR
DAILY,2222,000871317,880875218,M,N,MULTIRAC,N,N,N,Y,Y,Saint Thomas Aquinas High Sch,Overland Park,USA,,BCS,,JU
DAILY,2222,000871473,812587036,M,N,WHITE,N,N,N,N,Y,Maize High School,Maize,USA,,BCS,,JU
DAILY,2222,000871765,839172596,M,N,WHITE,N,N,N,N,Y,Liberty North High School,Liberty,USA,,BCS,,JU
DAILY,2222,000872319,878013290,M,N,WHITE,N,N,N,N,Y,Wichita HS Heights,Wichita,USA,,UCS,,JU
DAILY,2222,000872588,844749729,M,N,WHITE,N,N,N,N,Y,Blue Valley West High School,Overland Park,USA,,UCS,,JU
DAILY,2222,000872762,824264075,M,N,WHITE,N,N,N,N,Y,Tonganoxie High School,Tonganoxie,USA,,BCS,BCSCY,SR
DAILY,2222,000873032,877026731,M,N,WHITE,N,N,N,N,Y,Home Schooled Student,,USA,,BCS,,SR
DAILY,2222,000873709,837959362,M,Y,HISPANIC,Y,N,N,N,Y,Mill Valley High School,Shawnee,USA,Y,UCS,,JU
DAILY,2222,000874056,806099830,F,N,WHITE,N,N,N,N,Y,Nerinx Hall High School,St Louis,USA,,BCS,,SR
DAILY,2222,000872008,839426805,M,N,WHITE,N,N,N,N,Y,Mulvane High School,Mulvane,USA,,UCS,,JU
DAILY,2222,000874048,841780251,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,UCS,,SR
DAILY,2222,000872325,834245089,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,,JU
DAILY,2222,000874716,821027744,M,N,WHITE,N,N,N,N,Y,Lawrence Free State Hs,Lawrence,USA,,BCS,,SR
DAILY,2222,000874826,863754864,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,,SR
DAILY,2222,000875613,856761626,M,N,WHITE,N,N,N,N,Y,Shawnee Mission Northwest Hs,Shawnee Mission,USA,,BCS,,JU
DAILY,2222,000877346,835468861,F,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,,BCS,,SR
DAILY,2222,000874303,885350498,M,N,WHITE,N,N,N,N,Y,Spring Hill High School,Spring Hill,USA,Y,BCS,,JU
DAILY,2222,000874271,832840990,F,Y,HISPANIC,N,N,N,N,Y,Goddard Senior High School,Goddard,USA,Y,UCS,,SO
DAILY,2222,000874343,804426942,M,N,WHITE,N,N,N,N,Y,Valley Falls High School,Valley Falls,USA,,BCS,,JU
DAILY,2222,000874783,878729597,M,N,WHITE,N,N,N,N,Y,Home Schooled Student,,USA,,UCS,,SO
DAILY,2222,000878040,846600486,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,,JU
DAILY,2222,000878134,867192466,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,,SR
DAILY,2222,000878492,804497748,M,N,WHITE,N,N,N,N,Y,Wellington High School,Wellington,USA,,BCS,,SR
DAILY,2222,000878626,886238091,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,BCS,,SR
DAILY,2222,000878684,835549293,M,N,WHITE,N,N,N,N,Y,Shawnee Mission East High Sch,Shawnee Mission,USA,,BCS,,JU
DAILY,2222,000878786,862736533,M,N,ASIAN,N,Y,N,N,N,Garden City High School,Garden City,USA,Y,UCS,,JU
DAILY,2222,000879649,898822493,M,N,ASIAN,N,Y,N,N,N,Northern Heights High School,Allen,USA,,BCS,,JU
DAILY,2222,000880049,897559415,M,N,AMERIND,Y,N,N,N,N,Centre Jr/Sr High School,Lost Springs,USA,Y,BCS,,JU
DAILY,2222,000881175,893620300,M,N,WHITE,N,N,N,N,Y,Frankfort High School,Frankfort,USA,Y,UCS,,JU
DAILY,2222,000881337,852941915,M,N,WHITE,N,N,N,N,Y,Belton High School,Belton,USA,,UCS,,SR
DAILY,2222,000878248,819501305,M,N,WHITE,N,N,N,N,Y,Tonganoxie High School,Tonganoxie,USA,,BCS,,SR
DAILY,2222,000878417,839788652,M,N,WHITE,N,N,N,N,Y,Bishop Carroll Catholic H S,Wichita,USA,,BCS,,JU
DAILY,2222,000878598,816087224,M,N,BLACK,N,N,Y,N,N,Hays High School,Hays,USA,,UCS,,JU
DAILY,2222,000878568,808397008,M,N,ASIAN,N,Y,N,N,N,Bishop Carroll Catholic H S,Wichita,USA,,BCS,,JU
DAILY,2222,000878596,807857842,M,N,MULTIRAC,Y,N,Y,N,Y,Maize South High School,Wichita,USA,Y,UCS,,SO
DAILY,2222,000878612,849649063,M,N,WHITE,N,N,N,N,Y,Rose Hill High School,Rose Hill,USA,,UCS,,JU
DAILY,2222,000878873,879694019,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,UCS,,SR
DAILY,2222,000882511,801796337,M,N,WHITE,N,N,N,N,Y,Lees Summit Senior High Sch,Lee'S Summit,USA,,BCS,,JU
DAILY,2222,000883026,887793811,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,,JU
DAILY,2222,000883091,873820501,F,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,,BCS,,SR
DAILY,2222,000883403,805356781,M,N,WHITE,N,N,N,N,Y,Derby High School,Derby,USA,,BCS,,SO
DAILY,2222,000883751,881681171,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,Y,BCS,,SR
DAILY,2222,000883998,839483875,F,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,BCS,,JU
DAILY,2222,000882726,825206525,M,N,WHITE,N,N,N,N,Y,Decatur Community High School,Oberlin,USA,,BCS,,JU
DAILY,2222,000883743,879169845,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,,SR
DAILY,2222,000884751,896546073,M,N,WHITE,N,N,N,N,Y,Blue Valley Southwest High Sch,Overland Park,USA,,BCS,BCSCY,JU
DAILY,2222,000885029,891434455,M,N,WHITE,N,N,N,N,Y,Yukon High School,Yukon,USA,Y,UCS,,JU
DAILY,2222,000885644,851954163,M,N,WHITE,N,N,N,N,Y,Lincoln East High School,Lincoln,USA,,UCS,,SO
DAILY,2222,000885812,894070926,M,N,WHITE,N,N,N,N,Y,Fossil Ridge High School,Fort Collins,USA,,BCS,,SR
DAILY,2222,000886695,856429318,M,N,WHITE,N,N,N,N,Y,Humphreys High School,APO,USA,,BCS,,SR
DAILY,2222,000886925,886845951,M,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,,BCS,,SR
DAILY,2222,000884140,811494448,M,N,WHITE,N,N,N,N,Y,Louisburg High School,Louisburg,USA,,UCS,,SO
DAILY,2222,000887204,814223073,M,N,WHITE,N,N,N,N,Y,Coppell Senior High School,Coppell,USA,,BCS,,JU
DAILY,2222,000887472,885081968,M,N,WHITE,N,N,N,N,Y,Shawnee Mission Northwest Hs,Shawnee Mission,USA,,BCS,,JU
DAILY,2222,000887951,844043595,M,N,WHITE,N,N,N,N,Y,Cair Paravel-Latin School,Topeka,USA,,UCS,,JU
DAILY,2222,000887974,824594202,M,N,WHITE,N,N,N,N,Y,Lawrence Free State Hs,Lawrence,USA,,BCS,,JU
DAILY,2222,000888019,807870277,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,UCS,,SO
DAILY,2222,000888129,872275633,M,N,WHITE,N,N,N,N,Y,Saint James Academy,Lenexa,USA,,UCS,,SO
DAILY,2222,000888766,830642000,M,N,WHITE,N,N,N,N,Y,Tonganoxie High School,Tonganoxie,USA,Y,UCS,,JU
DAILY,2222,000889542,876071902,F,N,WHITE,N,N,N,N,Y,Hartington Public School,Hartington,USA,Y,BCS,,SR
DAILY,2222,000889859,846500956,M,N,WHITE,N,N,N,N,Y,Home Schooled Student,,USA,,BCS,,JU
DAILY,2222,000890237,876463093,F,N,WHITE,N,N,N,N,Y,Blue Valley West High School,Overland Park,USA,,BCS,,JU
DAILY,2222,000888183,850641624,M,N,WHITE,N,N,N,N,Y,Hanover School,Hanover,USA,,BCS,,SO
DAILY,2222,000888810,815068274,M,N,WHITE,N,N,N,N,Y,Haven High School,Haven,USA,,BCS,,SR
DAILY,2222,000890393,844997033,M,N,ASIAN,N,Y,N,N,N,Hazelwood West Senior High,Hazelwood,USA,,BCS,,JU
DAILY,2222,000890673,851471927,M,N,WHITE,N,N,N,N,Y,Eisenhower High School,Goddard,USA,,UCS,,JU
DAILY,2222,000890697,846965768,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,,BCS,,JU
DAILY,2222,000891720,800282097,M,N,WHITE,N,N,N,N,Y,Seaman High School,Topeka,USA,,BCS,,SR
DAILY,2222,000891876,885338430,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,Y,UCS,,JU
DAILY,2222,000892151,878504596,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,BCS,,SR
DAILY,2222,000892303,830535565,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,UCS,,JU
DAILY,2222,000892340,862278633,F,N,MULTIRAC,N,Y,N,N,Y,Blue Valley West High School,Overland Park,USA,,BCS,,SR
DAILY,2222,000891655,834711753,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,BCS,,JU
DAILY,2222,000892359,854625014,M,N,WHITE,N,N,N,N,Y,Saint James Academy,Lenexa,USA,,UCS,,JU
DAILY,2222,000892971,891476080,M,N,WHITE,N,N,N,N,Y,Blue Valley Northwest HS,Overland Park,USA,,BCS,,JU
DAILY,2222,000893111,829184042,M,N,WHITE,N,N,N,N,Y,Colby High School,Colby,USA,,BCS,,JU
DAILY,2222,000893436,826575497,M,N,MULTIRAC,N,Y,N,N,Y,Shawnee Mission East High Sch,Shawnee Mission,USA,,UCS,,JU
DAILY,2222,000893488,847786824,M,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,,BCS,,JU
DAILY,2222,000893566,827711698,M,N,WHITE,N,N,N,N,Y,Riverside Military Academy,Gainesville,USA,,BCS,,SR
DAILY,2222,000893164,898281298,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,,JU
DAILY,2222,000893265,838478279,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,,UCS,,JU
DAILY,2222,000894040,875602232,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,SAU,,BCS,,SR
DAILY,2222,000894172,891189846,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,,BCS,,SR
DAILY,2222,000894215,810046399,M,N,WHITE,N,N,N,N,Y,Shawnee Mission East High Sch,Shawnee Mission,USA,,BCS,,JU
DAILY,2222,000894693,899216662,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,Y,BCS,,SR
DAILY,2222,000894717,896698650,M,N,WHITE,N,N,N,N,Y,University High School,Normal,USA,,BCS,,SR
DAILY,2222,000894877,895177277,M,N,ASIAN,N,Y,N,N,N,Scott Community High School,Scott City,USA,Y,BCS,,JU
DAILY,2222,000894992,815199700,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,Y,BCS,,JU
DAILY,2222,000895656,833087299,M,N,WHITE,N,N,N,N,Y,Beatrice Senior High School,Beatrice,USA,,BCS,BCSCY,SR
DAILY,2222,000895236,826803779,M,N,WHITE,N,N,N,N,Y,Girard High School,Girard,USA,,BCS,,JU
DAILY,2222,000896067,829388964,M,N,WHITE,N,N,N,N,Y,Shawnee Mission West Hs,Shawnee Mission,USA,,UCS,,JU
DAILY,2222,000896557,803963814,M,N,WHITE,N,N,N,N,Y,Home Schooled Student,,USA,,BCS,,SR
DAILY,2222,000896853,881483512,M,N,WHITE,N,N,N,N,Y,Dodge City High School,Dodge City,USA,Y,BCS,BCSCY,JU
DAILY,2222,000896974,815099108,M,N,BLACK,N,N,Y,N,N,Olathe North High School,Olathe,USA,Y,UCS,,SO
DAILY,2222,000897291,812351884,M,Y,HISPANIC,N,N,N,N,Y,Bonner Springs High School,Bonner Springs,USA,Y,BCS,,SR
DAILY,2222,000898170,858651299,M,N,WHITE,N,N,N,N,Y,Chase County High School,Cottonwood Falls,USA,Y,BCS,,JU
DAILY,2222,000898177,855531685,M,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,,BCS,,SO
DAILY,2222,000898711,841493904,M,N,WHITE,N,N,N,N,Y,Fort Zumwalt West High School,O Fallon,USA,,BCS,,SO
DAILY,2222,000898879,838502534,M,N,WHITE,N,N,N,N,Y,Blue Valley Northwest HS,Overland Park,USA,,BCS,,SO
DAILY,2222,000898901,807731159,M,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,,UCS,,SO
DAILY,2222,000899037,819753974,M,Y,HISPANIC,N,N,N,N,Y,Manhattan High School,Manhattan,USA,Y,BCS,,SR
DAILY,2222,000899976,812881674,M,N,WHITE,N,N,N,N,Y,Saint James Academy,Lenexa,USA,,BCS,,JU
DAILY,2222,000900526,894569330,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,,SR
DAILY,2222,000899534,813263167,M,N,NOTSPEC,N,N,N,N,N,Out-of-Country High School,,CHN,,BCS,,SR
DAILY,2222,000900775,862039161,M,N,WHITE,N,N,N,N,Y,Fort Zumwalt West High School,O Fallon,USA,Y,BCS,BCSCY,SR
DAILY,2222,000901047,880240761,M,N,WHITE,N,N,N,N,Y,Chanute High School,Chanute,USA,Y,UCS,,SO
DAILY,2222,000901149,861123611,F,N,WHITE,N,N,N,N,Y,Saint James Academy,Lenexa,USA,,UCS,,SO
DAILY,2222,000901151,848568702,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,BCS,,JU
DAILY,2222,000901185,887803366,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,Y,BCS,,SO
DAILY,2222,000901585,848867862,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,UCS,,SO
DAILY,2222,000901697,827338722,M,N,BLACK,N,N,Y,N,N,Pleasant Valley High School,Pleasant Valley,USA,,UCS,,FR
DAILY,2222,000903326,826431748,M,Y,HISPANIC,N,N,Y,N,N,Lansing High School,Lansing,USA,,BCS,,JU
DAILY,2222,000903626,889016538,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,,SR
DAILY,2222,000902340,803521294,F,Y,HISPANIC,N,N,N,N,Y,Home Schooled Student,,USA,Y,BCS,,JU
DAILY,2222,000904226,878249772,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,UCS,,JU
DAILY,2222,000904740,813541789,M,Y,HISPANIC,Y,N,N,N,Y,Mill Valley High School,Shawnee,USA,Y,BCS,BCSCY,SO
DAILY,2222,000904745,803728379,M,N,WHITE,N,N,N,N,Y,Bishop Carroll Catholic H S,Wichita,USA,,BCS,,SO
DAILY,2222,000904833,801163092,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,,JU
DAILY,2222,000906672,880034528,M,N,ASIAN,N,Y,N,N,N,Maize South High School,Wichita,USA,Y,BCS,BCSCY,SO
DAILY,2222,000906511,890655500,F,N,WHITE,N,N,N,N,Y,El Dorado High School,El Dorado,USA,Y,UCS,,SO
DAILY,2222,000907136,815480325,M,Y,HISPANIC,N,N,N,N,Y,Trego Community High School,Wa Keeney,USA,,UCS,,SO
DAILY,2222,000907388,872517194,M,N,WHITE,N,N,N,N,Y,Maize South High School,Wichita,USA,,BCS,,JU
DAILY,2222,000907735,877346315,M,N,WHITE,N,N,N,N,Y,Great Bend High School,Great Bend,USA,,BCS,,SO
DAILY,2222,000908041,896362096,M,Y,HISPANIC,N,N,N,N,N,Garden City High School,Garden City,USA,Y,BCS,,SO
DAILY,2222,000909618,859653508,M,N,WHITE,N,N,N,N,Y,Liberal High School,Liberal,USA,,BCS,,SR
DAILY,2222,000909894,847926493,M,Y,HISPANIC,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,Y,BCS,,SR
DAILY,2222,000909692,828510772,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,SAU,,UCS,,JU
DAILY,2222,000910268,883875945,F,N,WHITE,N,N,N,N,Y,Shawnee Mission West Hs,Shawnee Mission,USA,,UCS,,JU
DAILY,2222,000910848,861262711,M,N,ASIAN,N,Y,N,N,N,McPherson High School,McPherson,USA,,UCS,,JU
DAILY,2222,000910968,834214401,F,Y,HISPANIC,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,Y,BCS,BCSCY,SO
DAILY,2222,000911008,898163285,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,UCS,,SO
DAILY,2222,000911170,803747361,M,N,NOTSPEC,N,N,N,N,N,Olathe North High School,Olathe,USA,,BCS,BCSCY,JU
DAILY,2222,000911266,849524513,M,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,,BCS,,JU
DAILY,2222,000911501,801598626,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,,BCS,,JU
DAILY,2222,000911708,833834064,M,N,WHITE,N,N,N,N,Y,Olathe West High School,Olathe,USA,,UCS,,SO
DAILY,2222,000912215,859541468,M,N,WHITE,N,N,N,N,Y,Basehor-Linwood High School,Basehor,USA,Y,BCS,,JU
DAILY,2222,000911460,801055343,F,N,WHITE,N,N,N,N,Y,Olathe North High School,Olathe,USA,Y,BCS,,JU
DAILY,2222,000911479,899608874,M,N,NOTSPEC,N,N,N,N,N,Olathe South High School,Olathe,USA,,BCS,,JU
DAILY,2222,000912653,896951822,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,BCS,,SO
DAILY,2222,000912970,892634268,M,N,MULTIRAC,N,Y,N,N,Y,Basehor-Linwood High School,Basehor,USA,,BCS,BCSCY,JU
DAILY,2222,000913082,870210038,M,N,WHITE,N,N,N,N,Y,Buhler High School,Buhler,USA,,UCS,,JU
DAILY,2222,000912523,830699311,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,UCS,,SO
DAILY,2222,000913161,852370492,M,N,WHITE,N,N,N,N,Y,Olathe North High School,Olathe,USA,,BCS,,SO
DAILY,2222,000913247,876940275,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,BCS,,JU
DAILY,2222,000913270,855157199,M,N,WHITE,N,N,N,N,Y,Blue Valley West High School,Overland Park,USA,,BCS,BCSCY,JU
DAILY,2222,000914177,891474765,M,N,NOTSPEC,N,N,N,N,N,Manhattan High School,Manhattan,USA,,UCS,,SO
DAILY,2222,000914203,819586503,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,,BCS,,SO
DAILY,2222,000914355,854963441,M,N,WHITE,N,N,N,N,Y,Wellington High School,Wellington,USA,,UCS,,JU
DAILY,2222,000914911,820922384,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,KOR,,UCS,,JU
DAILY,2222,000915176,895123052,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,,BCS,,SO
DAILY,2222,000915379,892666565,M,Y,HISPANIC,N,N,N,N,Y,Olathe East High School,Olathe,USA,,BCS,,SO
DAILY,2222,000915381,863112388,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,,BCS,,JU
DAILY,2222,000915404,869287355,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,,BCS,,JU
DAILY,2222,000916188,878348233,M,N,MULTIRAC,Y,N,Y,N,Y,Manhattan High School,Manhattan,USA,Y,UCS,,SO
DAILY,2222,000917280,803707738,M,N,WHITE,N,N,N,N,Y,Naperville Central High School,Naperville,USA,,BCS,,SO
DAILY,2222,000917381,846790825,M,N,MULTIRAC,N,Y,N,N,Y,Prospect Ridge Academy High Sc,Broomfield,USA,,BCS,,JU
DAILY,2222,000917239,852032421,M,N,WHITE,N,N,N,N,Y,Clay Center Community Hs,Clay Center,USA,,UCS,,SO
DAILY,2222,000918013,874729309,M,N,WHITE,N,N,N,N,Y,Jefferson County North Hs,Winchester,USA,Y,BCS,,JU
DAILY,2222,000919507,843162988,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,,BCS,,JU
DAILY,2222,000919681,881032801,M,N,WHITE,N,N,N,N,Y,Shawnee Mission West Hs,Shawnee Mission,USA,,UCS,,FR
DAILY,2222,000919882,873493576,M,N,WHITE,N,N,N,N,Y,Eisenhower High School,Goddard,USA,,UCS,,SO
DAILY,2222,000919897,833694710,M,N,WHITE,N,N,N,N,Y,Seaman High School,Topeka,USA,,BCS,,JU
DAILY,2222,000919984,858645625,F,N,WHITE,N,N,N,N,Y,Piper High School,Kansas City,USA,Y,BCS,,SO
DAILY,2222,000920453,801488964,M,N,WHITE,N,N,N,N,Y,McPherson High School,McPherson,USA,,UCS,,SO
DAILY,2222,000920552,839214358,M,N,WHITE,N,N,N,N,Y,Carl Junction R-I High School,Carl Junction,USA,,BCS,,JU
DAILY,2222,000920706,845135850,M,N,ASIAN,N,Y,N,N,N,Manhattan High School,Manhattan,USA,Y,UCS,,SO
DAILY,2222,000920036,844161739,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,UCS,,SO
DAILY,2222,000920572,812977263,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,,UCS,,SO
DAILY,2222,000920748,875423632,F,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,UCS,,SO
DAILY,2222,000921398,875343102,M,N,WHITE,N,N,N,N,Y,Beloit Jr-Sr High School,Beloit,USA,,UCS,,SO
DAILY,2222,000922210,857578694,M,N,WHITE,N,N,N,N,Y,Oak Grove R Vi High School,Oak Grove,USA,Y,BCS,,SO
DAILY,2222,000921798,808476568,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,BCS,,JU
DAILY,2222,000922312,820334587,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,,SO
DAILY,2222,000922315,829314012,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,,BCS,,JU
DAILY,2222,000922354,848200942,M,N,WHITE,N,N,N,N,Y,Fort Zumwalt North High School,O Fallon,USA,,BCS,,JU
DAILY,2222,000922556,806047838,M,N,WHITE,N,N,N,N,Y,Liberty High School,Liberty,USA,,UCS,,JU
DAILY,2222,000922886,870814647,M,N,WHITE,N,N,N,N,Y,Blue Valley Northwest HS,Overland Park,USA,,UCS,,SO
DAILY,2222,000923179,803644899,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,UCS,,SO
DAILY,2222,000923569,811411399,M,N,WHITE,N,N,N,N,Y,Central Catholic High School,Bloomington,USA,,UCS,,SO
DAILY,2222,000924438,888672591,M,N,ASIAN,N,Y,N,N,N,De Soto High School,De Soto,USA,,UCS,,SO
DAILY,2222,000924461,883728911,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,UCS,,FR
DAILY,2222,000924659,893244149,M,N,ASIAN,N,Y,N,N,N,Manhattan High School,Manhattan,CHN,,UCS,,SO
DAILY,2222,000924832,865245967,M,N,BLACK,N,N,Y,N,N,GED-HS Equivalent,,USA,,UCS,,JU
DAILY,2222,000925005,878283400,M,N,WHITE,N,N,N,N,Y,Olathe North High School,Olathe,USA,,UCS,,SO
DAILY,2222,000925300,807854802,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,,SR
DAILY,2222,000925953,824497580,M,N,WHITE,N,N,N,N,Y,Concordia High School,Concordia,USA,,BCS,,JU
DAILY,2222,000926010,831720030,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,,JU
DAILY,2222,000926143,874239922,M,N,MULTIRAC,N,N,Y,N,Y,Lafayette High School,St Joseph,USA,,BCS,,SO
DAILY,2222,000926976,860790748,M,N,WHITE,N,N,N,N,Y,Abilene High School,Abilene,USA,,UCS,,JU
DAILY,2222,000927300,835411175,M,N,WHITE,N,N,N,N,Y,Liberty North High School,Liberty,USA,,BCS,,SO
DAILY,2222,000926690,876588143,M,N,WHITE,N,N,N,N,Y,Hoopeston Area High School,Hoopeston,USA,,UCS,,SR
DAILY,2222,000927924,894393694,M,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,,UCS,,JU
DAILY,2222,000928609,827801913,M,N,WHITE,N,N,N,N,Y,Topeka West High School,Topeka,USA,,UCS,,SO
DAILY,2222,000929098,825947927,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,UCS,,SO
DAILY,2222,000929199,809795079,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,UCS,,SO
DAILY,2222,000929448,833616421,M,N,WHITE,N,N,N,N,Y,Vermillion High School,Vermillion,USA,,BCS,,JU
DAILY,2222,000928150,854224996,F,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,,SO
DAILY,2222,000929001,890411499,M,N,WHITE,N,N,N,N,Y,Blue Valley Northwest HS,Overland Park,USA,,UCS,,FR
DAILY,2222,000929026,803079279,M,N,WHITE,N,N,N,N,Y,Marysville High School,Marysville,USA,Y,UCS,,FR
DAILY,2222,000929094,864843484,M,N,WHITE,N,N,N,N,Y,Sedgwick High School,Sedgwick,USA,,UCS,,SO
DAILY,2222,000929740,894246150,M,N,WHITE,N,N,N,N,Y,Tonganoxie High School,Tonganoxie,USA,,UCS,,SO
DAILY,2222,000932173,845574395,M,N,WHITE,N,N,N,N,Y,Goddard Senior High School,Goddard,USA,,UCS,,SO
DAILY,2222,000932466,863508788,M,N,WHITE,N,N,N,N,Y,Andover Central High School,Andover,USA,,UCS,,SO
DAILY,2222,000932432,849439887,M,N,WHITE,N,N,N,N,Y,Topeka West High School,Topeka,USA,,UCS,,SO
DAILY,2222,000934935,867383874,M,N,WHITE,N,N,N,N,Y,Waterloo High School,Waterloo,USA,Y,UCS,,SR
DAILY,2222,000934959,804784087,M,N,WHITE,N,N,N,N,Y,Lyons High School,Lyons,USA,,BCS,,JU
DAILY,2222,000936215,858829695,M,N,MULTIRAC,N,N,Y,N,Y,Abilene High School,Abilene,USA,,UCS,,SO
DAILY,2222,000937267,827301255,M,Y,HISPANIC,N,N,N,N,Y,Highland Park High School,Topeka,USA,Y,UCS,,FR
DAILY,2222,000938220,831654634,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,UCS,,FR
DAILY,2222,000938584,886223359,M,N,WHITE,N,N,N,N,Y,Abilene High School,Abilene,USA,,UCS,,SO
DAILY,2222,000938621,898427298,M,N,WHITE,N,N,N,N,Y,Basehor-Linwood High School,Basehor,USA,,UCS,,SO
DAILY,2222,000937337,870084744,M,N,WHITE,N,N,N,N,Y,Atchison High School,Atchison,USA,,UCS,,FR
DAILY,2222,000939821,848234987,M,N,BLACK,N,N,Y,N,N,Olathe East High School,Olathe,USA,,UCS,,SO
DAILY,2222,000939894,883687529,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,Y,UCS,,FR
